id_user	mp3_file	text
000001	0000012.mp3	 Mă numesc Televca Aliona sunt din satul Selemet Raionul Cimişlia 
000001	0000013.mp3	 Activez deja pe durata de un an de zile în cadrul grupului de acțiune locală Stejarul Dacilor 
000001	0000014.mp3	 Cu sediul în satul Selemet 
000002	0000015.mp3	 Eu sunt Mădălina vin din Selemet o localitate pitorească din Raionul Cimişlia 
000002	0000016.mp3	 Noi cu familia avem o afacere în domeniul turismului o agropensiune care se numește La Mădălina 
000002	0000017.mp3	 Și denumirea însăși vine că este cumva dedicată de către familia mea Mie 
000002	0000018.mp3	 Am inițiat-o în două mii douăzeci și în două mii douăzeci și unu deja ne-am deschis pentru toți turiștii noștri 
000003	0000019.mp3	 Mă numesc Diana Saftiuc sunt de baștină din orașul Glodeni 
000003	0000020.mp3	 Acum recent cinci luni am inițiat o afacere Afacerea este un salon de frumsețe 
000004	0000021.mp3	 Mă numesc Parfenie Gheorghe sunt din localitatea Cârpești Raionul Cantemir 
000004	0000022.mp3	 Am o activitate din domeniul energiei și anume producerea de brichete din resturi vegetale 
000005	0000023.mp3	 Mă numesc Olga Kogălniceanu născută în partea de nord a Moldovei în Cobani Raionul Glodeni 
000005	0000024.mp3	 Este un sat pitoresc din lunca Prutului și am o afacere în domeniul agroturismului 
000005	0000025.mp3	 care a început s-o dezvăluim mai pe larg începând cu anul douăzeci și doi după pandemie 
000006	0000026.mp3	 Eu sunt Martin   Eu sunt manager
000006	0000027.mp3	 Raionul Cantemir și am fost pana în august două mii douăzeci și patru animator local în cadrul un proiect pilot 
000002	0000028.mp3	 În două mii 19 mama fiind consilier local a luat parte la o sesiune informativă în cadrul unui proiect în care era localitatea noastră 
000002	0000029.mp3	 A venit acasă foarte entuziasmată de cele auzite și stând la masă seara cu fratele și mama 
000002	0000030.mp3	 mama mea adresează întrebarea ce vrei să faci după gimnaziu că eu eram clasa opta 
000002	0000031.mp3	 Eu încă nu știam anume dacă urmează să merg la liceu sau totuși mă decid să plec la colegiu 
000002	0000032.mp3	 Ea voia să știe dacă să se avânte în această aventură sau să îmi cumpere într-un fel un apartament în Chișinău pentru studiile de la colegiu 
000002	0000033.mp3	 Până la urmă s-a ajuns la decizia că îmi cumpără îmi cumpără o casă la noi în localitate 
000002	0000034.mp3	 Până ce fraza asta la moldoveni până ce îți faci viața noi o folosim ca agropensiune o reparăm adăugăm toate facilitățile necesare pentru turiști
000002	0000035.mp3	 și apoi deja după ce te căsătorești îți faci viața casa va fi a ta 
000002	0000036.mp3	 Până la urmă lucrurile nu   deloc așa cum își imagina mama prin perioada aia 
000002	0000037.mp3	 Astăzi avem o agropensiune în plină splendoare și nu va mai fi deloc casa mea 
000002	0000038.mp3	 Rămâne a fi o agropensiune cu foarte multe facilități și servicii care le dezvoltăm continuu pentru turiștii noștri 
000002	0000039.mp3	 Dar s-a născut ca o dorință de-a mamei și a fratelui de a mă păstra cumva mai mult lângă ei și de a mă ajuta sau mă ghida sau a contribui cumva la crearea viitorului meu 
000004	0000040.mp3	 Afacerea a început dintr-o nevoie financiară cred că în discuții cu familia și avansând în în acest proces cumva a început să devină o pasiune 
000007	0000041.mp3	 În ce an ai început afacerea 
000004	0000042.mp3	 În două mii douăzeci și unu
000007	0000043.mp3	 Dar de ce anume domeniul energiei 
000004	0000044.mp3	 Pentru că energia va fi tot timpul valoroasă în diferite forme dar va fi valoroasă și pentru că implică o parte tehnică care îmi satisface mie anumite plăceri 
