id_user	mp3_file	text
000001	0000002.mp3	 Mă numesc Diana Rusu sunt din orașul Drochia și am revenit acasă după cinci ani din Marea Britanie 
000002	0000003.mp3	 Salut eu sunt Ștefan Eu am nouă ani Eu trăit în Anglia în Liverpool 
000002	0000004.mp3	 Eu eu am stat la școală și acasă 
000003	0000005.mp3	 Sunt Stela Balan am șasezeci și una de ani Am stat în Italia aproape douăzeci de ani îmi mai lipseau vreo patru cinci luni 
000003	0000006.mp3	 De patru ani m-am întors în Moldova 
000004	0000007.mp3	 Mă numesc Gnatiuc Victor am cincizeci și opt de ani și am trăit o perioadă de 19 ani la Rusia 
000004	0000008.mp3	 Am lucrat la un depozit a unei făbrici care ambala ceaiurile O întreprindere foarte mare 
000005	0000009.mp3	 Numele meu este Laura Baraga am douăzeci și cinci de ani și am revenit acasă după șase ani de Amsterdam Olanda 
000006	0000010.mp3	 Sunt Oglindă Ion am patruzeci și doi de ani am trei fetițe și o soție minunată 
000006	0000011.mp3	 Am revenit din țările europene din Italia după 13 ani aproape și în Norvegia încă după cinci 
000001	0000012.mp3	 Motivul pentru care am decis să mă reîntorc acasă 
000001	0000013.mp3	 Spontaneitatea de care mereu dau dovadă 
000001	0000014.mp3	 Deci la mine toate deciziile importante în viață sunt luate spontan 
000001	0000015.mp3	 Iar de obicei niciodată chestia asta nu se termină cu ceva negativ 
000001	0000016.mp3	 Deci de obicei deciziile care eu le iau au urmări frumoase mult mai mărețe 
000001	0000017.mp3	 Asta o fost cazul când am plecat 
000001	0000018.mp3	 Deci pentru că eu mi-am atins obiectivul când am plecat din Moldova în Marea Britanie 
000001	0000019.mp3	 Pentru că m-am confruntat cu niște situații care m-au adus la faptul că eu pot tot 
000001	0000020.mp3	 Nu există ceva care eu să nu pot 
000001	0000021.mp3	 Eu am trecut prin foc și prin gheață 
000001	0000022.mp3	 Eu pot tăt 
000001	0000023.mp3	 Nu există limite pentru mine și pentru asta eu pe mine mă iubesc 
000001	0000024.mp3	 Așa o fost și cu decizia de a reveni înapoi acasă 
000001	0000025.mp3	 Eu pot tot 
000001	0000026.mp3	 Dacă eu acolo fiind străină am obținut ceva eu aici la mine acasă de și n-aș obține când sunt printre ai mei 
000001	0000027.mp3	 Când tu te duci peste hotare așa ai o senzație că rădăcinele acestea parcă  
000001	0000028.mp3	 Ele s-o întins ele nu s-o rupt dar ele parcă s-o întins dar s-o întins până la durere 
000001	0000029.mp3	 Nu am cum eu să spun ceva concret că iată iaca mie ne-o lipsit mămăliga 
000001	0000030.mp3	 Eu doar știu a găti 
000001	0000031.mp3	 gătesc eu mămăliga ceea și-n Anglia și zeama ceea o faci în Anglia 
000001	0000032.mp3	 Nu-i o problemă în a găti mâncare moldovenească acolo 
000001	0000033.mp3	 îi problemă însuși în locul ăsta care el îi sfânt 
000001	0000034.mp3	 Și-i o bucată mică de pământ da așa-i de dragă 
000001	0000035.mp3	 Că pur și simplu nu  n-ai cum să n-o iubești 
000003	0000036.mp3	 Italia am ales pentru că sora mea mai mică decât mine Nina deja era acolo 
000003	0000037.mp3	 Nina ne-o trimis o mie cincisute de euro de dolari 
000003	0000038.mp3	 euro încă nu era În Italia era încă lira 
000003	0000039.mp3	 Eu n-avem ideie cum să-i întorc înapoi dacă nu reușeam să ajung în Italia 
000003	0000040.mp3	 Am dat banii ceea la o rudă de-a noastră 
000003	0000041.mp3	 N-am fost mințită cum o fost mințite pe timpurile celea multe fete 
000003	0000042.mp3	 Ne-am făcut toate pașaporturi tot ne-o făcut 
000003	0000043.mp3	 Și eu cu-n autobus de oameni femei ne-am pornit înspre Italia ca turiști 
000003	0000044.mp3	 Ne-o făcut o legendă că ne ducem să vedem peretele din Berlin 
000003	0000045.mp3	 care numai și era dărmat dintre două germanii 
000003	0000046.mp3	 Și am ajuns turist în Italia și m-am reținut aproape douăzeci de ani 
000003	0000047.mp3	 Mă întrebau fetele tu vrei acasă nu
000003	0000048.mp3	 Atâta timp cât aveam nevoie să fiu în Italia eu niciodată n-am vrut acasă 
000003	0000049.mp3	 Că știam că dacă mă duc acasă s-o terminat 
000003	0000050.mp3	 Eu i-am ajutat pe toți eu i-am susținut pe toți 
000003	0000051.mp3	 Eu n-am venit bogată cu bani din Italia dar am venit bogată spiritual 
000003	0000052.mp3	 Eu atâta am văzut atâta am învățat eu 
000003	0000053.mp3	 Când avem o zi liberă duminica eu mă duceam cu ruczacul în spate
000003	0000054.mp3	 și descopeream Italia 
000003	0000055.mp3	 Muzee  Chiar mă plimbam acolo fiecare stradă îi o bucățică de istorie 
000003	0000056.mp3	 Singurică 
000003	0000057.mp3	 M-am plimbat pe toate străzile Romei 
000003	0000058.mp3	 Și asta-i un lucru foarte bun 
000005	0000059.mp3	 Eu când aud cuvântul migrare la mine se asociază cu experiența mamei mele 
000005	0000060.mp3	 care a plecat în Italia în perioada în care toată lumea pleca în Italia 
000005	0000061.mp3	 anii două mii cinci două mii șase cu greutăți cu documente false și tot valul ăla
000005	0000062.mp3	 care a migrat în perioada aia 
000005	0000063.mp3	 Și automat eu când aud cuvântul ăsta mi se asociază cu tare multe greutăți
000005	0000064.mp3	 și tare multă luptă pentru supraviețuire și eu nu tare mă regăsesc în asta 
000005	0000065.mp3	 Am plecat ca valul de studenți după clasa 12 
000005	0000066.mp3	 Am terminat liceul în luna mai iunie și în august deja eram în Amsterdam 
000005	0000067.mp3	 În Olanda am făcut facultatea de turism și tot timpul am lucrat la hoteluri 
000005	0000068.mp3	 am lucrat pentru primăria din Amsterdam am încercat să dezvoltăm tot felul de proiecte 
000005	0000069.mp3	 Toți prietenii mei olandeji sau majoritatea ei sunt o țară oricum individualistă 
