id_user	mp3_file	text
000001	0000027.mp3	 Mă numesc
000001	0000028.mp3	 Zuicov Eugen
000001	0000029.mp3	 Sunt comandant detașament salvatori și pompieri
000001	0000030.mp3	 Sectorul Centru
000002	0000031.mp3	 Mă numesc Pascaru Sergiu sunt șef serviciu scafandrii
000002	0000032.mp3	 Al Direcției Regionale Căutare
000002	0000033.mp3	 Salvare numărul unu
000002	0000034.mp3	 A Inspectoratului General pentru Situații de Urgență
000004	0000035.mp3	 Mă numesc Serghei Olari
000004	0000036.mp3	 Și activez la moment ca șofer pe ambulanță
000003	0000037.mp3	 Mă numesc Mitreanu Oleg
000003	0000038.mp3	 Sunt șef SAMU Anenii Noi
000003	0000039.mp3	 Activez și ca medic urgentist
000003	0000040.mp3	 Pe echipa generalizată din anenii noi
000003	0000042.mp3	 Mai fac și gărzi
000003	0000043.mp3	 în unitatea primiri urgente Institutul Mamei și a Copilului
000001	0000044.mp3	 Primul a meu incendiu n-a să-l uit niciodată
000001	0000045.mp3	 Dar până la incendiu vă spun altceva
000001	0000046.mp3	 Am trecut mai întâi cursul de instruire primară undeva
000001	0000047.mp3	 trei luni de zile am terminat cu nota nouă
000001	0000048.mp3	 Mă simțeam specialist în domeniu
000001	0000049.mp3	 Nota nouă unul din cei mai buni
000001	0000050.mp3	 Și când am venit la prima intervenție
000001	0000051.mp3	 Era chiar incendiu ardea o casă
000001	0000052.mp3	 Colegii când au ieșit repede din mașină și fiecare știa ce să facă dar eu am rămas
000001	0000053.mp3	 în mijloc stăteam și nu înțelegeam ce trebuie să fac
000001	0000054.mp3	 Și atunci eu mă înțeles că practica întotdeauna bate teoria
000001	0000055.mp3	 Da tu cunoști niște reguli tu cunoști diferite
000001	0000056.mp3	 momente dar nici un incendiu nu-i la fel toate incendiurile sunt diferite și atunci trebuie să reacționezi prompt
000001	0000057.mp3	 Și reieșind din situația care e creată la incendiu trebuie să întreprinzi oarecare măsuri nu poți
000001	0000058.mp3	 spui că uite știu pe nouă știu pe zece
000001	0000059.mp3	 Cum am pățit și eu am venit și nu știam ce să fac deja
000001	0000060.mp3	 în procesul de lucru la incendiu băieții ne-o spus
000001	0000061.mp3	 fă aceea fă aceea pune scara aici dați dați să intrăm pe aici hai pe acoperiș să nu se răspândească focul atunci
000001	0000062.mp3	 deja am început să acționăm dar primele minute nu știam ce să fac
000004	0000063.mp3	 Cu opt ani în urmă asta o fost într-o vară când m-am urcat la volan la ambulanță
000004	0000064.mp3	 Avem dubii avem ca prima dată când te sui la o ambulanță și nu știi cum ai să te isprăvești
000004	0000065.mp3	 Dar tot o mers bine am făcut solicitarea tare bine împreună cu
000004	0000066.mp3	 echipa care medicii mă ajutau ca primă primă zi e tare greu felcerii m-a ajutat cu adresele mai greu da
000004	0000067.mp3	 la moment orașul știu la nivel normal care mă bucur de ceea ce știu și tot lucrul care îl fac
000004	0000068.mp3	 Mă simt obligat cât mai repede să ajungem la spital ca să dăm ajutorul care trebuie că
000004	0000069.mp3	 Mașinile sunt dotate cu tot ce trebuie dar totuși din mers nu se poate de ajutat bolnavul așa cum când la spital
000003	0000071.mp3	 Când făceam rezidențiatul eram îndreptat la practică la serviciu de asistență medicală de de urgență la Căușeni
000003	0000072.mp3	 Dacă sincer nu este un caz cam de râs e un caz destul de așa remarcat și destul de plin emoțional și plină de stres
000003	0000073.mp3	 Am avut eu o solicitare noaptea pe la vreo unu două de noapte un accident rutier da nu era clar
000003	0000074.mp3	 Sunt implicate automobile sau este implicat altceva la calea ferată
000003	0000075.mp3	 La momentul sosirii era un bolnav care cu părere de rău a fost trecut de tren
000003	0000076.mp3	 Picioarele erau amputate
000003	0000077.mp3	 M-a remarcat foarte tare având în vedere că experiența de dată eu n-am avut niciodată
000003	0000078.mp3	 Și acționând repejor îți aduci aminte absolut tot
000003	0000079.mp3	 ce Înveți la universitate ce înveți la rezidențiat că eram anul doi
000003	0000080.mp3	 Am acordat ajutorul medical da noi l-am transportat la spital cu succes
000003	0000081.mp3	 Dar având în vedere că era o traumă destul de complicată și având în vedere că era de-o vârstă mai înaintată
000003	0000082.mp3	 Până la urma a decedat
000002	0000083.mp3	 Prima misiune a fost în raionul Ștefan Vodă în satul Crocmaz
000002	0000084.mp3	 Acolo s-a s-a înnecat tot un scafandru el nu activa la noi în inspectorat dar
000002	0000085.mp3	 avea plăcerea să facă scufundări și să prindă ceva pești sub apă
000002	0000086.mp3	 Deoarece el a făcut scufundări scufundarea în Nistru adâncimea era de 13 metri acolo
000002	0000087.mp3	 Utilajul și echipamentul lui nu era performant
000002	0000088.mp3	 El n-o luat în calcul că cu cât adâncimea este mai mare cu atât consumul din butelie se consumă mai mai rapid
000002	0000089.mp3	 Când l-am depistat sub apă el era agățat de diferite saule plase ațe
000002	0000090.mp3	 Din cauza că nu i-a ajuns aer în butelie n-o avut posibilitatea ca să iasă la suprafață
000002	0000091.mp3	 Când l-am depistat atunci sub apă am tăiat toate saulele plasele și încetișor l-am extras la mal
000002	0000092.mp3	 Era luna lui februarie bucățile de gheață erau pe pe apă apa era rece
000002	0000093.mp3	 De multe ori chiar detentorul adică aparatul cu aer comprimat nu lucra așa cum trebuiește
000002	0000094.mp3	 Dar misiunea până în final s-a fost cu succes din partea noastră
000002	0000095.mp3	 Victima a fost extrasă la suprafață
000003	0000096.mp3	 Prima solicitare în general când am ieșit eu la serviciu oficial deja după rezidențiat cu actele în regulă
000003	0000097.mp3	 La Mereni s-a adresat o mămică c-un copil
000003	0000098.mp3	 Copilul avea vreo trei anișori patru anișori o vârstă care mă rog sunt buni des de diferite năzbâtii
000003	0000099.mp3	 Și mama îmi spune că iată întâmplător i-a intrat o mărgică în nas
000003	0000100.mp3	 Păi mă uit eu examinez și chiar mă gândeam pentru o mărgică eu să-l transport la spital
000003	0000101.mp3	 De obicei așa pacienți neavând instrumentarul necesar le transportăm la spital dar
000003	0000102.mp3	 cu părere de bine instrumentarul atunci era în prezent și s-o primit
000003	0000103.mp3	 Foarte frumos o fost dacă sincer
000003	0000104.mp3	 Sunt niște momente care te fac așa mai mai domol mai liniștit la suflet
000003	0000105.mp3	 Pentru că când acorzi un ajutor medical și vezi reacția că este bine și mai ales rudele
000003	0000106.mp3	 Văzând în ce stare era sau sunt pacienții e de nescris dacă sincer
000004	0000107.mp3	 la noi medicul ne strigă pe selectorul care este și ne spune de urgență și noi suntem datori cât
000004	0000108.mp3	 timp de două minute să fim de acum echipa să fie pornită de la stațiune și din mers îmi spune adresa noi de acum din mers
000004	0000109.mp3	 adresa și mergem nu n-avem când să discutăm
000004	0000110.mp3	 E tare mare responsabilitatea
000004	0000111.mp3	 Fiindcă medicul încoace retrăiește în partea aceea dar noi în partea aceasta trebuie să fim ochi și urechi
000004	0000112.mp3	 Că traficul e tare încărcat în oraș și e tare greu de mers
000004	0000113.mp3	 Când nu te mai aud șoferii dacă merg cu muzică tare și nu te aud și nu cedează trecerea e tare greu de
000004	0000114.mp3	 ajuns unde trebuie
000004	0000115.mp3	 La noi e greu orașul e de circulat
000003	0000116.mp3	 Medicul de urgență a devenit altfel de medic
000003	0000117.mp3	 Acum suntem dotați slava Domnului cu toate absolut
000003	0000118.mp3	 Mașinile noastre sunt dotate
000003	0000119.mp3	 Luăm o mașină simplă un autosanitară simplă și
000003	0000120.mp3	 Ele sunt practic identice
000003	0000121.mp3	 Diferă numai prin aparatul de respirație artificială la
000003	0000122.mp3	 acestea care sunt dotate mai ales acum partida asta nouă
000003	0000123.mp3	 Ele sunt dotate la nivel
000003	0000124.mp3	 Noi putem să acordăm ajutor medical la oricine și la orice nivel
000003	0000125.mp3	 Asta îmi bucura
000003	0000126.mp3	 foarte bucura pentru că eu țin minte când am început acolo în general era era rău
000003	0000127.mp3	 Spunem așa
000003	0000128.mp3	 Dacă cunoașteți UAZ-urile acestea care erau vechi ele nu erau dotate
000003	0000129.mp3	 într-ânsele să transporți oameni cam e periculos
000003	0000130.mp3	 Asta spunând așa mai gingaș
000003	0000131.mp3	 Ceea ce este acum în prezent și cum se dezvoltă serviciu este chiar îmbucurător
000003	0000132.mp3	 Și chiar o mândrie dacă sincer Îmbrăcând
000003	0000133.mp3	 uniforma de medic de urgență te simți că într-adevăr ai valoare
000003	0000134.mp3	 Uite eu vă vă spun așa cum este
000003	0000135.mp3	 Noi facem lucruri frumoase lucruri care se termină cu cu ceva frumos cu ceva
000003	0000136.mp3	 extraordinar mă refer acum și chiar și la o naștere prespitalicească în automobil sau acasă
000003	0000137.mp3	 Mă refer și la un infarct cu stop cardiorespirator și dăm speranță și viață altui om
000003	0000138.mp3	 E ceva extraordinar dacă sincer
000002	0000139.mp3	 Plecând la intervenție noi echipa de trebuie să fie formată minimum din trei scafandre da
000002	0000140.mp3	 Scafandrul numărul unu este scafandrul care el nemijlocit efectuează lucrările subacvatice
000002	0000141.mp3	 El trebuie să fie la curent cu misiunea care trebuie s-o facă
000002	0000142.mp3	 El trebuie să fie la curent ce trebuie să facă
000002	0000143.mp3	 Scafandrul numărul doi este tot scafandrul care el e gata echipat stă și așteaptă În caz
000002	0000144.mp3	 că va avea nevoie de ajutor scafandrul numărul unu da
000002	0000145.mp3	 Posibil să s-agațe de ceva sub apă sau să aibă nevoie de ajutor
000002	0000146.mp3	 Scafandrul numărul doi mereu intervine sub apă și ajută scafandrul numărul unu
000002	0000147.mp3	 Dar scafandrul numărul trei este scafandrul care stă de la suprafață cu funia de semnalizare în mână
000002	0000148.mp3	 Și celălalt capăt e agățat de scafandrul numărul unu
000002	0000149.mp3	 Scafandrul numărul trei îl ghidează pe funii dreapta stânga cât aer ai în butelie stai pe loc și multe alte lucruri
000002	0000150.mp3	 Tot așa și scafandrul din apă care îndeplinește misiunea tot îi dă semnale la scafandrul numărul trei
000002	0000151.mp3	 Ca de exemplu am atât aer în butelie m-am agățat am nevoie de ajutor
000001	0000152.mp3	 Dacă este fum în încăpere cel mai bine evacuarea se face jos
000001	0000153.mp3	 Jos nu este fum tot fumul se ridică în sus jos este o așa o pătură de aer
000001	0000154.mp3	 Și când căutăm focarul incendiului întotdeauna pompierii merg jos
000001	0000155.mp3	 jos Necătând la faptul că avem aparate cu aer și măști și noi putem răsufla
000001	0000156.mp3	 Dar în fum vizibilitatea e la jumătate de metru
000001	0000157.mp3	 de aceea întotdeauna pompierul care intră într-o casă sau într-un apartament care e cuprins în flăcări și e plin de fum
000001	0000158.mp3	 Propagarea se face jos și ca să nu nimerim într-o gaură sau undeva întotdeauna se face cu piciorul se uită
000001	0000159.mp3	 și atunci când propagăm încet câte încet mergem într-o linie ca rățuștele
000001	0000160.mp3	 Așa în genunchi și mergem unul după altul și ne ținem unul pe altul de mâna pe umăr
000001	0000161.mp3	 Așa simțim colegul și chiar dacă se întâmplă ceva că podeaua este o gaură sau ceva
000001	0000162.mp3	 în podea noi întotdeauna ne ținem de furtun unul de la altul și colegii ne țin pe noi de de umăr și atunci e mai suntem mai în siguranță când înaintăm
000001	0000163.mp3	 Dar iarăși este tot o regulă cel mai încă primul care merge merge cel mai experimentat
000001	0000164.mp3	 și el ține minte calea cel care merge al doilea în mijloc e mai puțin experimentat
000001	0000165.mp3	 Și care merge din urmă tot e un băiat un angajat care are experiență
000001	0000166.mp3	 Un băiat tânăr care numai ce a finisat cursurile de instruire niciodată n-a să meargă sau primul sau ultimul
000001	0000167.mp3	 Deoarece când noi ne evacuăm acela care era primul devine deja ultimul
000001	0000168.mp3	 Noi ne întoarcem și tot așa cum am intrat tot așa și ne evacuăm
000004	0000169.mp3	 toți șoferii se străduiesc cât mai repede și la care spital mai aproape fiindcă
000004	0000170.mp3	 când e viața în pericol noi trebuie să ajungem
000004	0000171.mp3	 cât mai repede să ajutăm bolnavii multe cazuri sunt așa
000004	0000172.mp3	 Un caz de la Ciocana
000004	0000173.mp3	 când copilul își pierde cunoștința și de la Ciocana la centrul mamei trebuia de urgență
000004	0000174.mp3	 Când tăticul o ajuns din urma mea cu mașina și m-a mulțumit și numai nu știa ce să spună că eu tare repede am
000004	0000175.mp3	 mers am ajuns la moment mă suiam pe borduri numai că să ajung cu copilul cela chiar era greu de tot
000004	0000176.mp3	 Și am ajuns la timp cum o trebuit
000001	0000177.mp3	 Nu ne grăbim încet graba strică treaba
000001	0000178.mp3	 cădem undeva putem să nimerim într-o situație să ne traumăm și atunci deja lăsăm tot și trebuie să scoatem pompierul traumat dar asta durează
000001	0000179.mp3	 timp și efort mai ales dacă este o persoană care ne așteaptă undeva în altă cameră să fie evacuată
000001	0000180.mp3	 Dacă avem posibilitate să-l evacuăm imediat atunci două persoane îl apucă aici așa și-l trag pe jos nu-l ridică în sus
000001	0000181.mp3	 că sus e fum și evacuăm câte un picuț dacă
000001	0000182.mp3	 persoana este blocată într-o cameră este s-o închis într-o cameră care nu arde focul
000001	0000183.mp3	 Dar trebuie să trecem printr-o zonă unde arde atunci noi mai bine lăsăm persoana acolo și începem stingerea focarului
